CVE,KeyEntities
CVE-2021-42554,"[WEAKNESS] SMM memory corruption
[PRODUCT] Insyde InsydeH2O
[COMPONENT] FvbServicesRuntimeDxe
[VERSION] Kernel 5.0 before 05.08.42, Kernel 5.1 before 05.16.42, Kernel 5.2 before 05.26.42, Kernel 5.3 before 05.35.42, Kernel 5.4 before 05.42.51, and Kernel 5.5 before 05.50.51
[ATTACKER] 
[IMPACT] escalating privileges to SMM
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-42585,"[WEAKNESS] heap buffer overflow
[PRODUCT] dwgread
[COMPONENT] copy_compressed_bytes in decode_r2007.c
[VERSION] before 0.12.4
[ATTACKER] 
[IMPACT] 
[VECTOR] crafted dwg file
[ROOTCAUSE] "
CVE-2021-42586,"[WEAKNESS] heap buffer overflow
[PRODUCT] dwgread
[COMPONENT] copy_bytes in decode_r2007.c
[VERSION] before 0.12.4
[ATTACKER] 
[IMPACT] 
[VECTOR] crafted dwg file
[ROOTCAUSE] "
CVE-2021-42724,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Bridge
[COMPONENT] 
[VERSION] 11.1.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-42725,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Bridge
[COMPONENT] 
[VERSION] 11.1.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious M4A file
[ROOTCAUSE] insecure handling"
CVE-2021-42727,"[WEAKNESS] stack overflow
[PRODUCT] Adobe Bridge
[COMPONENT] 
[VERSION] 11.1.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] crafted file
[ROOTCAUSE] insecure handling"
CVE-2021-42728,"[WEAKNESS] stack overflow
[PRODUCT] Adobe Bridge
[COMPONENT] 
[VERSION] 11.1.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] crafted file
[ROOTCAUSE] insecure handling"
CVE-2021-42729,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Bridge
[COMPONENT] 
[VERSION] 11.1.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious WAV file
[ROOTCAUSE] insecure handling"
CVE-2021-42730,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Bridge
[COMPONENT] 
[VERSION] 11.1.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious PSD file
[ROOTCAUSE] insecure handling"
CVE-2021-42739,"[WEAKNESS] buffer overflow
[PRODUCT] Linux kernel
[COMPONENT] firewire subsystem, avc_ca_pmt in drivers/media/firewire/firedtv-avc.c and drivers/media/firewire/firedtv-ci.c
[VERSION] through 5.14.13
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] mishandles bounds checking"
CVE-2021-42756,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] FortiWeb
[COMPONENT] proxy daemon
[VERSION] 5.x all versions, 6.0.7 and below, 6.1.2 and below, 6.2.6 and below, 6.3.16 and below, 6.4 all versions
[ATTACKER] unauthenticated remote attacker
[IMPACT] arbitrary code execution
[VECTOR] specifically crafted HTTP requests
[ROOTCAUSE] "
CVE-2021-42757,"[WEAKNESS] buffer overflow
[PRODUCT] FortiOS
[COMPONENT] TFTP client library
[VERSION] before 6.4.7 and 7.0.0 through 7.0.2
[ATTACKER] authenticated local attacker
[IMPACT] arbitrary code execution
[VECTOR] specially crafted command line arguments
[ROOTCAUSE] "
CVE-2021-42781,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Opensc
[COMPONENT] pkcs15-oberthur.c
[VERSION] before 0.22.0
[ATTACKER]
[IMPACT] potentially crash programs using the library
[VECTOR]
[ROOTCAUSE] "
CVE-2021-42782,"[WEAKNESS] Stack buffer overflow
[PRODUCT] Opensc
[COMPONENT] various places
[VERSION] before 0.22.0
[ATTACKER]
[IMPACT] potentially crash programs using the library
[VECTOR]
[ROOTCAUSE] "
CVE-2021-40777,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Media Encoder
[COMPONENT] 
[VERSION] 15.4.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-40779,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Media Encoder
[COMPONENT] 
[VERSION] 15.4.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-4078,"[WEAKNESS] Type confusion
[PRODUCT] Google Chrome
[COMPONENT] V8
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-40780,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Media Encoder
[COMPONENT] 
[VERSION] 15.4.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-40783,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Rush
[COMPONENT] 
[VERSION] 1.5.16 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious WAV file
[ROOTCAUSE] insecure handling"
CVE-2021-40784,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Rush
[COMPONENT] 
[VERSION] 1.5.16 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious WAV file
[ROOTCAUSE] insecure handling"
CVE-2021-40786,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Elements
[COMPONENT] 
[VERSION] 20210809.daily.2242976 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-40787,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Elements
[COMPONENT] 
[VERSION] 20210809.daily.2242976 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-4079,"[WEAKNESS] Out of bounds write
[PRODUCT] Google Chrome
[COMPONENT] WebRTC
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted WebRTC packets
[ROOTCAUSE] "
CVE-2021-40792,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Pro
[COMPONENT] 
[VERSION] 15.4.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-40793,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Pro
[COMPONENT] 
[VERSION] 15.4.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-40794,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Pro
[COMPONENT] 
[VERSION] 15.4.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-4083,"[WEAKNESS] read-after-free
[PRODUCT] Linux kernel
[COMPONENT] garbage collection for Unix domain socket file handlers
[VERSION] prior to 5.16-rc4
[ATTACKER] local user
[IMPACT] crash the system or escalate privileges
[VECTOR] 
[ROOTCAUSE] race condition when users call close() and fget() simultaneously"
CVE-2021-4093,"[WEAKNESS] out-of-bounds reads and writes
[PRODUCT] KVM
[COMPONENT] AMD code for supporting the Secure Encrypted Virtualization-Encrypted State (SEV-ES)
[VERSION] 
[ATTACKER] KVM guest using SEV-ES
[IMPACT] crash of the entire system or potential guest-to-host escape
[VECTOR] malicious VMGEXIT for a string I/O instruction
[ROOTCAUSE] "
CVE-2021-4099,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Swiftshader
[VERSION] prior to 96.0.4664.110
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4100,"[WEAKNESS] Object lifecycle issue
[PRODUCT] Google Chrome
[COMPONENT] ANGLE
[VERSION] prior to 96.0.4664.110
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4101,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] Swiftshader
[VERSION] prior to 96.0.4664.110
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-41017,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] FortiWeb
[COMPONENT] web API controllers
[VERSION] 6.4.1, 6.4.0, and 6.3.0 through 6.3.15
[ATTACKER] remote authenticated attacker
[IMPACT] execute arbitrary code or commands
[VECTOR] specifically crafted HTTP requests
[ROOTCAUSE] "
CVE-2021-4102,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] V8
[VERSION] prior to 96.0.4664.110
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-41027,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] Fortinet FortiWeb
[COMPONENT] 
[VERSION] 6.4.1 and 6.4.0
[ATTACKER] authenticated attacker
[IMPACT] execute unauthorized code or commands
[VECTOR] crafted certificates loaded into the device
[ROOTCAUSE] "
CVE-2021-4129,"[WEAKNESS] memory safety bugs
[PRODUCT] Firefox, Firefox ESR, Thunderbird
[COMPONENT] 
[VERSION] Firefox < 95, Firefox ESR < 91.4.0, and Thunderbird < 91.4.0
[ATTACKER] 
[IMPACT] memory corruption, potentially run arbitrary code
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-41396,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] Live555
[COMPONENT] error-handling module
[VERSION] through 1.08
[ATTACKER] 
[IMPACT] DoS attack
[VECTOR] huge number of incoming socket connections in a short time
[ROOTCAUSE] "
CVE-2021-41458,"[WEAKNESS] stack buffer overflow
[PRODUCT] GPAC MP4Box
[COMPONENT] src/utils/error.c:1769
[VERSION] v1.1.0
[ATTACKER] 
[IMPACT] denial of service
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-4156,"[WEAKNESS] out-of-bounds read
[PRODUCT] libsndfile
[COMPONENT] FLAC codec functionality
[VERSION] 
[ATTACKER] 
[IMPACT] crash, potentially leak memory information
[VECTOR] specially crafted file
[ROOTCAUSE] "
CVE-2021-41736,"[WEAKNESS] heap-buffer overflow
[PRODUCT] Faust
[COMPONENT] function realPropagate() at propagate.cpp
[VERSION] v2.35.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-41752,"[WEAKNESS] Stack overflow
[PRODUCT] Jerryscript
[COMPONENT] new opt() function
[VERSION] before commit e1ce7dd7271288be8c0c8136eea9107df73a8ce2 on Oct 20, 2021
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] unbounded recursive call"
CVE-2021-41987,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] Mikrotik RouterOS
[COMPONENT] SCEP Server
[VERSION] 6.46.8, 6.47.9, and 6.47.10
[ATTACKER] 
[IMPACT] remote code execution
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-42059,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] Insyde InsydeH2O
[COMPONENT] UEFI DisplayTypeDxe DXE driver
[VERSION] Kernel 5.0 before 05.08.41, Kernel 5.1 before 05.16.41, Kernel 5.2 before 05.26.41, Kernel 5.3 before 05.35.41, and Kernel 5.4 before 05.42.20
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-4206,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] QEMU
[COMPONENT] QXL display device emulation, cursor_alloc() function
[VERSION] 
[ATTACKER] malicious privileged guest user
[IMPACT] crash the QEMU process on the host or potentially execute arbitrary code
[VECTOR] 
[ROOTCAUSE] integer overflow"
CVE-2021-4207,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] QEMU
[COMPONENT] QXL display device emulation
[VERSION] 
[ATTACKER] malicious privileged guest user
[IMPACT] crash the QEMU process on the host or potentially execute arbitrary code
[VECTOR] 
[ROOTCAUSE] double fetch of guest controlled values"
CVE-2021-4214,"[WEAKNESS] heap overflow
[PRODUCT] libpng
[COMPONENT] pngimage.c program
[VERSION] 
[ATTACKER] 
[IMPACT] application crash, denial of service
[VECTOR] specially crafted PNG file
[ROOTCAUSE] "
CVE-2021-42199,"[WEAKNESS] heap buffer overflow
[PRODUCT] swftools
[COMPONENT] swf_FontExtract_DefineTextCallback() in swftext.c
[VERSION] through 20201222
[ATTACKER] 
[IMPACT] code execution
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-42341,"[WEAKNESS] memory corruption
[PRODUCT] OpenRC
[COMPONENT] checkpath
[VERSION] before 0.44.7
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] uses the direct output of strlen() to allocate strings, which does not account for the '\\0' byte"
CVE-2021-42526,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Elements
[COMPONENT] 
[VERSION] 20210809.daily.2242976 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-42527,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Elements
[COMPONENT] 
[VERSION] 20210809.daily.2242976 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-42554,"[WEAKNESS] SMM memory corruption
[PRODUCT] Insyde InsydeH2O
[COMPONENT] FvbServicesRuntimeDxe
[VERSION] Kernel 5.0 before 05.08.42, Kernel 5.1 before 05.16.42, Kernel 5.2 before 05.26.42, Kernel 5.3 before 05.35.42, Kernel 5.4 before 05.42.51, and Kernel 5.5 before 05.50.51
[ATTACKER] 
[IMPACT] escalating privileges to SMM
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-42585,"[WEAKNESS] heap buffer overflow
[PRODUCT] dwgread
[COMPONENT] copy_compressed_bytes in decode_r2007.c
[VERSION] before 0.12.4
[ATTACKER] 
[IMPACT] 
[VECTOR] crafted dwg file
[ROOTCAUSE] "
CVE-2021-42586,"[WEAKNESS] heap buffer overflow
[PRODUCT] dwgread
[COMPONENT] copy_bytes in decode_r2007.c
[VERSION] before 0.12.4
[ATTACKER] 
[IMPACT] 
[VECTOR] crafted dwg file
[ROOTCAUSE] "
CVE-2021-42724,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Bridge
[COMPONENT] 
[VERSION] 11.1.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-42725,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Bridge
[COMPONENT] 
[VERSION] 11.1.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious M4A file
[ROOTCAUSE] insecure handling"
CVE-2021-42727,"[WEAKNESS] stack overflow
[PRODUCT] Adobe Bridge
[COMPONENT] 
[VERSION] 11.1.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] crafted file
[ROOTCAUSE] insecure handling"
CVE-2021-42728,"[WEAKNESS] stack overflow
[PRODUCT] Adobe Bridge
[COMPONENT] 
[VERSION] 11.1.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] crafted file
[ROOTCAUSE] insecure handling"
CVE-2021-42729,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Bridge
[COMPONENT] 
[VERSION] 11.1.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious WAV file
[ROOTCAUSE] insecure handling"
CVE-2021-42730,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Bridge
[COMPONENT] 
[VERSION] 11.1.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious PSD file
[ROOTCAUSE] insecure handling"
CVE-2021-42739,"[WEAKNESS] buffer overflow
[PRODUCT] Linux kernel
[COMPONENT] firewire subsystem, avc_ca_pmt in drivers/media/firewire/firedtv-avc.c and drivers/media/firewire/firedtv-ci.c
[VERSION] through 5.14.13
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] mishandles bounds checking"
CVE-2021-42756,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] FortiWeb
[COMPONENT] proxy daemon
[VERSION] 5.x all versions, 6.0.7 and below, 6.1.2 and below, 6.2.6 and below, 6.3.16 and below, 6.4 all versions
[ATTACKER] unauthenticated remote attacker
[IMPACT] arbitrary code execution
[VECTOR] specifically crafted HTTP requests
[ROOTCAUSE] "
CVE-2021-42757,"[WEAKNESS] buffer overflow
[PRODUCT] FortiOS
[COMPONENT] TFTP client library
[VERSION] before 6.4.7 and 7.0.0 through 7.0.2
[ATTACKER] authenticated local attacker
[IMPACT] arbitrary code execution
[VECTOR] specially crafted command line arguments
[ROOTCAUSE] "
CVE-2021-42781,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Opensc
[COMPONENT] pkcs15-oberthur.c
[VERSION] before 0.22.0
[ATTACKER] 
[IMPACT] potentially crash programs using the library
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-42782,"[WEAKNESS] Stack buffer overflow
[PRODUCT] Opensc
[COMPONENT] various places
[VERSION] before 0.22.0
[ATTACKER] 
[IMPACT] potentially crash programs using the library
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45636,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] NETGEAR D7000
[COMPONENT] 
[VERSION] before 1.0.1.82
[ATTACKER] unauthenticated attacker
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45637,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] NETGEAR R6260, R6800, R6700v2, R6900v2, R7450, AC2100, AC2400, AC2600
[COMPONENT] 
[VERSION] various versions before specific releases
[ATTACKER] unauthenticated attacker
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45638,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] NETGEAR D6220, D6400, D7000v2, D8500, DC112A, R6300v2, R6400, R7000, R7100LG, RBS40V, RBW30, RS400, R7000P, R6900P
[COMPONENT] 
[VERSION] various versions before specific releases
[ATTACKER] unauthenticated attacker
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45687,"[WEAKNESS] memory corruption
[PRODUCT] raw-cpuid crate
[COMPONENT] 
[VERSION] before 9.1.1
[ATTACKER] 
[IMPACT] 
[VECTOR] Deserialize operation
[ROOTCAUSE] insufficient validation when serialize feature is used"
CVE-2021-45710,"[WEAKNESS] data race and memory corruption
[PRODUCT] tokio crate
[COMPONENT] 
[VERSION] before 1.8.4, and 1.9.x through 1.13.x before 1.13.1
[ATTACKER] 
[IMPACT] 
[VECTOR] closed oneshot channel
[ROOTCAUSE] race condition"
CVE-2021-45830,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] HDF5
[COMPONENT] H5F_addr_decode_len in /hdf5/src/H5Fint.c
[VERSION] 1.13.1-1
[ATTACKER] 
[IMPACT] Denial of Service
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45832,"[WEAKNESS] Stack-based Buffer Overflow
[PRODUCT] HDF5
[COMPONENT] hdf5/src/H5Eint.c
[VERSION] 1.13.1-1
[ATTACKER] 
[IMPACT] Denial of Service
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45833,"[WEAKNESS] Stack-based Buffer Overflow
[PRODUCT] HDF5
[COMPONENT] H5D__create_chunk_file_map_hyper function in /hdf5/src/H5Dchunk.c
[VERSION] 1.13.1-1
[ATTACKER] 
[IMPACT] Denial of Service
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45863,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] tsMuxer
[COMPONENT] HevcUnit::updateBits in hevc.cpp
[VERSION] git-2678966
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45907,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] gif2apng
[COMPONENT] 
[VERSION] 1.9
[ATTACKER] 
[IMPACT] 
[VECTOR] for loop
[ROOTCAUSE] "
CVE-2021-45908,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] gif2apng
[COMPONENT] 
[VERSION] 1.9
[ATTACKER] 
[IMPACT] 
[VECTOR] while loop
[ROOTCAUSE] "
CVE-2021-45909,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] gif2apng
[COMPONENT] DecodeLZW function
[VERSION] 1.9
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45910,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] gif2apng
[COMPONENT] main function
[VERSION] 1.9
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45911,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] gif2apng
[COMPONENT] main function
[VERSION] 1.9
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45918,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] NHI's health insurance web service component
[COMPONENT] 
[VERSION] 
[ATTACKER] remote attacker
[IMPACT] terminate service without authentication
[VECTOR] 
[ROOTCAUSE] insufficient validation for input string length"
CVE-2021-45926,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] MDB Tools
[COMPONENT] mdb_numeric_to_string
[VERSION] 0.9.2
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45927,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] MDB Tools
[COMPONENT] mdb_numeric_to_string
[VERSION] 0.9.2
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45932,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] wolfSSL wolfMQTT
[COMPONENT] MqttDecode_Publish
[VERSION] 1.9
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45933,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] wolfSSL wolfMQTT
[COMPONENT] MqttDecode_Publish
[VERSION] 1.9
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45934,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] wolfSSL wolfMQTT
[COMPONENT] MqttClient_DecodePacket
[VERSION] 1.9
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45935,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] Grok
[COMPONENT] openhtj2k::T1OpenHTJ2K::decompress
[VERSION] 9.5.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45936,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] wolfSSL wolfMQTT
[COMPONENT] MqttDecode_Disconnect
[VERSION] 1.9
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45937,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] wolfSSL wolfMQTT
[COMPONENT] MqttClient_DecodePacket
[VERSION] 1.9
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45938,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] wolfSSL wolfMQTT
[COMPONENT] MqttClient_DecodePacket
[VERSION] 1.9
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45939,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] wolfSSL wolfMQTT
[COMPONENT] MqttClient_DecodePacket
[VERSION] 1.9
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45940,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] libbpf
[COMPONENT] __bpf_object__open
[VERSION] 0.6.0 and 0.6.1
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45941,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] libbpf
[COMPONENT] __bpf_object__open
[VERSION] 0.6.0 and 0.6.1
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45942,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] OpenEXR
[COMPONENT] Imf_3_1::LineCompositeTask::execute
[VERSION] 3.1.x before 3.1.4
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45943,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] GDAL
[COMPONENT] PCIDSK::CPCIDSKFile::ReadFromFile
[VERSION] 3.3.0 through 3.4.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45948,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] Open Asset Import Library
[COMPONENT] _m3d_safestr
[VERSION] 5.1.0 and 5.1.1
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45949,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] Ghostscript GhostPDL
[COMPONENT] sampled_data_finish
[VERSION] 9.50 through 9.54.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-45958,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] UltraJSON
[COMPONENT] Buffer_AppendIndentUnchecked
[VERSION] through 5.1.0
[ATTACKER] 
[IMPACT] 
[VECTOR] large amount of indentation
[ROOTCAUSE] "
CVE-2021-45972,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] giftrans
[COMPONENT] giftrans function
[VERSION] 1.12.2
[ATTACKER] 
[IMPACT] 
[VECTOR] input file
[ROOTCAUSE] value inside the input file determines the amount of data to write"
CVE-2021-45988,"[WEAKNESS] stack overflow
[PRODUCT] Tenda routers G1 and G3
[COMPONENT] formAddDnsForward function
[VERSION] v15.11.0.17(9502)_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] DnsForwardRule parameter
[ROOTCAUSE] "
CVE-2021-45989,"[WEAKNESS] stack overflow
[PRODUCT] Tenda routers G1 and G3
[COMPONENT] guestWifiRuleRefresh function
[VERSION] v15.11.0.17(9502)_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] qosGuestUpstream and qosGuestDownstream parameters
[ROOTCAUSE] "
CVE-2021-45991,"[WEAKNESS] stack overflow
[PRODUCT] Tenda routers G1 and G3
[COMPONENT] formAddVpnUsers function
[VERSION] v15.11.0.17(9502)_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] vpnUsers parameter
[ROOTCAUSE] "
CVE-2021-45992,"[WEAKNESS] stack overflow
[PRODUCT] Tenda routers G1 and G3
[COMPONENT] formSetQvlanList function
[VERSION] v15.11.0.17(9502)_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] qvlanName parameter
[ROOTCAUSE] "
