CVE,ROOTCAUSE,WEAKNESS,IMPACT,VECTOR,ATTACKER,PRODUCT,VERSION,COMPONENT
CVE-2022-42898,integer overflow,heap-based buffer overflow,remote code execution,,,MIT Kerberos 5,"before 1.19.4 and 1.20.x before 1.20.1",krb5_pac_parse in lib/krb5/krb/pac.c
CVE-2022-4291,heap corruption,,,,,Avast Antivirus,prior to 18.0.1478,aswjsflt.dll
CVE-2022-42932,,memory corruption,,,,"Firefox, Firefox ESR, Thunderbird","< 106, < 102.4, < 102.4",
CVE-2022-43581,missing authorization,,,,authenticated user,"IBM Content Navigator","3.0.0, 3.0.1, 3.0.2, 3.0.3, 3.0.4, 3.0.5, 3.0.6, 3.0.7, 3.0.8, 3.0.9, 3.0.10, 3.0.11, and 3.0.12",
CVE-2022-43606,use-of-uninitialized-pointer,,,specially-crafted EtherNet/IP request,,EIP Stack Group OpENer,development commit 58ee13c,Forward Open connection_management_entry functionality
CVE-2022-43663,integer conversion,buffer overflow,,,,"WellinTech KingHistorian",35.01.00.05,SORBAx64.dll RecvPacket functionality
CVE-2022-44032,race condition,use-after-free,,,physically proximate attacker,Linux kernel,through 6.0.6,drivers/char/pcmcia/cm4000_cs.c
CVE-2022-44033,race condition,use-after-free,,,physically proximate attacker,Linux kernel,through 6.0.6,drivers/char/pcmcia/cm4040_cs.c
CVE-2022-44034,race condition,use-after-free,,,physically proximate attacker,Linux kernel,through 6.0.6,drivers/char/pcmcia/scr24x_cs.c
CVE-2022-4436,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 108.0.5359.124,Blink Media
CVE-2022-4437,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 108.0.5359.124,Mojo IPC
CVE-2022-4438,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 108.0.5359.124,Blink Frames
CVE-2022-4439,use after free,heap corruption,,specific UI interactions,remote attacker,Google Chrome on Windows,prior to 108.0.5359.124,Aura
CVE-2022-4440,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 108.0.5359.124,Profiles
CVE-2022-44550,use-after-free,,denial of service,,,,,graphics display module
CVE-2022-44638,integer overflow,heap-based buffer overflow,,,,Pixman,before 0.42.2,libpixman
CVE-2022-44789,,memory corruption,remote code execution,crafted JavaScript file,,Artifex MuJS,"1.0.0 through 1.3.x before 1.3.2",O_getOwnPropertyDescriptor()
CVE-2022-45406,use-after-free,,,,,Firefox ESR,"< 102.5, Thunderbird < 102.5, and Firefox < 107",
CVE-2022-45421,,memory corruption,,,,"Firefox ESR, Thunderbird, Firefox","< 102.5, < 102.5, < 107",
CVE-2022-45869,race condition,denial of service,,,guest OS users,Linux kernel,through 6.1-rc6,x86 KVM subsystem
CVE-2022-46152,improper validation of array index,out-of-bounds read,,,,"OP-TEE Trusted OS",prior to 3.19.0,cleanup_shm_refs() function
CVE-2022-46597,command injection,,,,,TRENDnet TEW755AP,1.13B01,setup_wizard_mydlink (sub_4104B8) function
CVE-2022-46598,command injection,,,,,TRENDnet TEW755AP,1.13B01,action set_sta_enrollee_pin_5g function
CVE-2022-46878,,memory corruption,,,,"Firefox, Firefox ESR, Thunderbird","< 108, < 102.6, < 102.6",
CVE-2022-46879,,memory corruption,,,,,Firefox,< 108,
CVE-2022-46881,,memory corruption,,,,"Firefox, Firefox ESR, Thunderbird","< 106, < 102.6, < 102.6",WebGL
CVE-2022-46883,,memory corruption,,,,,Firefox,< 107,
CVE-2022-47662,infinite recursion,stack overflow,,,,"GPAC MP4Box",2.1-DEV-rev649-ga8f438d20,Media_GetSample in isomedia/media.c
CVE-2022-47935,,memory corruption,arbitrary code execution,specially crafted JT files,,"JT Open, JT Utilities, Solid Edge","All versions < V11.1.1.0, All versions < V13.1.1.0, All versions < V2023",Jt1001.dll
CVE-2022-47967,,memory corruption,arbitrary code execution,,,Solid Edge,All versions < V2023 MP1,DOCMGMT.DLL
CVE-2022-47977,,memory corruption,arbitrary code execution,specially crafted JT files,,"JT Open, JT Utilities","All versions < V11.2.3.0, All versions < V13.2.3.0",
CVE-2022-48303,out-of-bounds read,use of uninitialized memory,,,,"GNU Tar",through 1.34,from_header in list.c
CVE-2022-48423,improper validation,out-of-bounds write,,,,"Linux kernel",before 6.1.3,fs/ntfs3/record.c
CVE-2022-4904,missing input validation,stack overflow,denial of service,,,c-ares,,ares_set_sortlist function
CVE-2022-40304,,double-free,,,,"libxml2",before 2.10.3,
CVE-2022-32522,buffer copy without checking size of input,stack-based buffer overflow,remote code execution,,,IGSS Data Server,Versions prior to V15.0.0.22170,IGSSdataServer.exe
CVE-2022-32523,buffer copy without checking size of input,stack-based buffer overflow,remote code execution,,,IGSS Data Server,Versions prior to V15.0.0.22170,IGSSdataServer.exe
CVE-2022-32524,buffer copy without checking size of input,stack-based buffer overflow,remote code execution,,,IGSS Data Server,Versions prior to V15.0.0.22170,IGSSdataServer.exe
CVE-2022-32525,buffer copy without checking size of input,stack-based buffer overflow,remote code execution,,,IGSS Data Server,Versions prior to V15.0.0.22170,IGSSdataServer.exe
CVE-2022-32526,buffer copy without checking size of input,stack-based buffer overflow,remote code execution,,,IGSS Data Server,Versions prior to V15.0.0.22170,IGSSdataServer.exe
CVE-2021-3442,improper input validation,cross-site scripting,,,authenticated user,"Red Hat OpenShift API Management",,
CVE-2021-44532,improper escaping,bypass of certificate constraints,,,,"Node.js","< 12.22.9, < 14.18.3, < 16.13.2, and < 17.3.1",
CVE-2021-1942,improper handling of permissions,memory corruption,,,,"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",,
CVE-2021-21906,improper input validation,stack-based buffer overflow,,,,"Garrett Metal Detectors iC Module CMA",Version 5.0,CMA readfile function
CVE-2021-21958,heap-based buffer overflow,arbitrary code execution,,,,"Hancom Office",2020 11.0.0.2353,Hword HwordApp.dll
CVE-2022-32609,race condition,use after free,local escalation of privilege,,,,,vcu
CVE-2022-32610,race condition,use after free,local escalation of privilege,,,,,vcu
CVE-2022-32612,race condition,use after free,local escalation of privilege,,,,,vcu
CVE-2022-32613,race condition,memory corruption,local escalation of privilege,,,,,vcu
CVE-2022-32642,race condition,memory corruption,local escalation of privilege,,,,,ccd
CVE-2022-32643,race condition,use after free,local escalation of privilege,,,,,ccd
CVE-2022-32644,race condition,use after free,local escalation of privilege,,,,,vow
CVE-2022-32648,race condition,use after free,local escalation of privilege,,,,,disp
CVE-2022-42775,improper locking,memory corruption,denial of service,,,,,camera driver
CVE-2022-42901,out-of-bounds read,information disclosure,,,,"Bentley MicroStation and MicroStation-based applications",,
CVE-2022-42928,missing annotations,memory corruption,,,,"Firefox, Firefox ESR, Thunderbird","< 106, < 102.4, < 102.4",
CVE-2022-4338,integer underflow,out-of-bounds read,,,,"OpenvSwitch",,Organization Specific TLV
CVE-2022-37434,heap-based buffer overflow,,,,,zlib,through 1.2.12,inflate in inflate.c
CVE-2022-46393,heap-based buffer overflow,,,,,Mbed TLS,"before 2.28.2 and 3.x before 3.3.0",DTLS
CVE-2022-47517,off-by-one error,heap-based buffer over-read,denial of service,crafted UDP message,remote attackers,drachtio-server,before 0.8.19,url_canonize2
CVE-2022-27255,stack-based buffer overflow,remote code execution,,,,"Realtek eCos RSDK, MSDK","1.5.7p1, 4.9.4p1",SIP ALG function
CVE-2022-2742,use after free,heap corruption,,crafted UI interactions,remote attacker,Google Chrome on Chrome OS and Lacros,prior to 104.0.5112.79,Exosphere
CVE-2022-27940,heap-based buffer over-read,,,,,Tcpreplay,4.4.1,get_ipv6_next in common/get.c
CVE-2022-27941,heap-based buffer over-read,,,,,Tcpreplay,4.4.1,get_l2len_protocol in common/get.c
CVE-2022-27942,heap-based buffer over-read,,,,,Tcpreplay,4.4.1,parse_mpls in common/get.c
CVE-2022-2854,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 104.0.5112.101,SwiftShader
CVE-2022-29228,improper handling of local responses,memory corruption,,,,"Envoy",prior to 1.22.1,OAuth filter
CVE-2022-25658,incorrect pointer arithmetic,memory corruption,,,,"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,video parser function
CVE-2022-25681,improper cache invalidation,memory corruption,,,,"Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile",,
CVE-2022-25721,type confusion,memory corruption,,,,"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,video driver
CVE-2022-22612,improper memory handling,heap corruption,,,,"tvOS, iOS, iPadOS, iTunes, watchOS, macOS Monterey","15.4, 15.4, 12.12.3 for Windows, 8.5, 12.3",
CVE-2022-2295,type confusion,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 103.0.5060.114,V8
CVE-2022-23318,heap-buffer-overflow,out-of-bounds read,information disclosure,specially crafted PCF font file,,pcf2bdf,>= 1.05,
CVE-2022-23459,improper pointer handling,memory corruption,,,,"Jsonxx/Json++",,Value class
CVE-2022-23460,,stack exhaustion,denial of service,,,"Jsonxx/Json++",,json parsing
CVE-2021-41837,untrusted pointer dereference,memory corruption,privilege escalation,,,"Insyde InsydeH2O","kernel 5.0 through 5.5",AhciBusDxe
CVE-2021-41839,untrusted pointer dereference,memory corruption,privilege escalation,,,"Insyde InsydeH2O","kernel 5.0 through 5.5",NvmExpressDxe  
CVE-2022-3461,heap buffer overflow,,,manipulated PC Worx or Config+ files,,"PHOENIX CONTACT Automationworx Software Suite",up to version 1.89,
CVE-2022-34918,type confusion,buffer overflow,privilege escalation,,,Linux kernel,through 5.18.9,nft_set_elem_init
CVE-2022-3652,type confusion,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 107.0.5304.62,V8
CVE-2022-36354,improper validation,heap out-of-bounds read,information disclosure,malformed RLA file,,OpenImageIO,"master-branch-9aeece7a and v2.3.19.0",RLA format parser
CVE-2022-35506,missing input validation,stack overflow,,,,"TripleCross",v0.1.0,
CVE-2022-35557,stack overflow,denial of service,,,,"Tenda W6",V1.0.0.9(4122),/goform/wifiSSIDget
CVE-2022-35558,stack overflow,denial of service,,,,"Tenda W6",V1.0.0.9(4122),/goform/WifiMacFilterGet
CVE-2022-35559,stack overflow,arbitrary code execution,,,,"Tenda W6",V1.0.0.9(4122),/goform/setAutoPing
CVE-2022-35560,stack overflow,denial of service,,,,"Tenda W6",V1.0.0.9(4122),/goform/wifiSSIDset
CVE-2022-35561,stack overflow,denial of service,,,,"Tenda W6",V1.0.0.9(4122),/goform/WifiMacFilterSet
CVE-2022-3370,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 106.0.5249.91,Custom Elements
CVE-2022-3049,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome on Chrome OS and Lacros,prior to 105.0.5195.52,SplitScreen
CVE-2022-3071,use after free,heap corruption,,crafted UI interaction,remote attacker,Google Chrome on Chrome OS and Lacros,prior to 105.0.5195.52,Tab Strip
CVE-2022-43762,insufficient input validation,memory leaks,,,,"B&R APROL Tbase server",versions < R 4.2-07,
CVE-2022-43945,improper input handling,buffer overflow,,,,"Linux kernel NFSD","prior to versions 5.19.17 and 6.0.2",
CVE-2022-4498,heap overflow,denial of service,arbitrary code execution,crafted packet,,"TP-Link routers Archer C5 and WR710N-V1",,httpd service
CVE-2022-24988,off-by-one error,buffer overflow,,,,"galois_2p8",before 0.1.2,PrimitivePolynomialField::new
CVE-2022-34169,integer truncation,arbitrary code execution,,,,"Apache Xalan Java XSLT library",before 2.7.3,
CVE-2022-41916,improper validation,out-of-bounds read,denial of service,,,Heimdal,prior to 7.7.1,PKI certificate validation library
CVE-2021-1359,insufficient validation,command injection,privilege escalation,crafted XML configuration files,authenticated remote attacker,"Cisco AsyncOS for Cisco Web Security Appliance (WSA)",,configuration management
CVE-2021-1594,insufficient input validation,command injection,privilege escalation,,unauthenticated remote attacker,"Cisco Identity Services Engine (ISE)",,REST API
CVE-2021-20543,improper input sanitization,HTML injection,,,remote attacker,"IBM Jazz Team Server","6.0.6, 6.0.6.1, 7.0, 7.0.1, and 7.0.2",
CVE-2021-21366,improper parsing,unexpected syntactic changes,,maliciously crafted documents,,xmldom,0.4.0 and older,
CVE-2021-21445,improper input validation,cross-site scripting,page hijacking,,authenticated attacker,"SAP Commerce Cloud","versions - 1808, 1811, 1905, 2005, 2011",
CVE-2021-23277,improper code neutralization,arbitrary code execution,,,,"Eaton Intelligent Power Manager (IPM)",prior to 1.69,loadUserFile function
CVE-2021-24410,lack of CSRF protection,cross-site scripting,,,,"?????? ?????? ??????? WordPress plugin",through 1.0,
CVE-2021-25326,incorrect access control,information disclosure,,,unauthenticated user,"Skyworth Digital Technology RN510",V.3.1.0.4,/cgi-bin/test_version.asp
CVE-2021-26634,insufficient input validation,arbitrary code execution,privilege escalation,,,,Maxboard,
CVE-2021-29854,improper input validation,cross-site scripting,session hijacking,specially crafted HTTP request,remote attacker,"IBM Maximo Asset Management","7.6.1.1 and 7.6.1.2",
CVE-2021-31249,lack of validation,CRLF injection,,,,"CHIYU Technology Inc BF-430, BF-431, and BF-450M TCP/IP Converter devices",,multiple CGI components
CVE-2021-31573,improper input validation,command injection,remote escalation of privilege,,,Config Manager,,
CVE-2021-31574,improper input validation,command injection,remote escalation of privilege,,,Config Manager,,
CVE-2021-31575,improper input validation,command injection,remote escalation of privilege,,,Config Manager,,
CVE-2021-31676,improper input validation,cross-site scripting,,,,"PESCMS",V2.3.3,
CVE-2021-33604,URL encoding error,arbitrary JavaScript code execution,,,local user,"com.vaadin:flow-server","2.0.0 through 2.6.1, 3.0.0 through 6.0.9",development mode handler
CVE-2021-33621,improper input handling,HTTP response splitting,,,,cgi gem for Ruby,"before 0.1.0.2, 0.2.x before 0.2.2, and 0.3.x before 0.3.5",
CVE-2021-35095,improper serialization,race condition,,,,"Snapdragon Connectivity, Snapdragon Mobile",,
CVE-2021-36667,un-sanitized input,command injection,arbitrary command execution,crafted payload,,"Druva inSync",6.9.0 for MacOS,local HTTP server
CVE-2021-38241,weak cipher,arbitrary code execution,,,remote attackers,Ruoyi,before 4.6.1,Shiro framework
CVE-2021-38997,improper input validation,cross-site scripting,session hijacking,,,IBM API Connect,"V10.0.0.0 through V10.0.5.0, V10.0.1.0 through V10.0.1.7, and V2018.4.1.0 through 2018.4.1.19",
CVE-2021-39024,improper input sanitization,cross-site scripting,credentials disclosure,,,IBM Guardium Data Encryption (GDE),"4.0.0.0 and 5.0.0.0",Web UI
CVE-2021-39028,improper input validation,cross-site scripting,session hijacking,,,IBM Engineering Lifecycle Optimization - Publishing,"6.0.6, 6.0.6.1, 7.0, 7.0.1, and 7.0.2",
CVE-2021-3935,improper restriction of XML features,SQL injection,,,,PgBouncer,prior to 1.6.1,
CVE-2021-40336,improper data validation,HTTP response splitting,,,,"Hitachi Energy MSM","V2.2 and prior versions",http web interface
CVE-2021-40604,improper input validation,server-side request forgery,deserialization,,,IPS Community Suite,before 4.6.2,
CVE-2021-40658,improper input sanitization,HTML injection,,,,"Textpattern",4.8.7,"Content>Write>Body"
CVE-2021-41421,improper input sanitization,PHP code injection,remote code execution,,authenticated attacker,MaianAffiliate,v.1.0,admin panel
CVE-2021-41433,improper input sanitization,SQL injection,authentication bypass,,,Resumes Management and Job Application Website,1.0,login.php
CVE-2021-41437,improper input handling,HTTP response splitting,unauthorized access,,,ASUS RT-AX88U,before v3.0.0.4.388.20558,web application
CVE-2021-41749,improper input handling,server-side template injection,remote code execution,,unauthenticated attackers,SEOmatic plugin for Craft CMS 3,up to 3.4.11,
CVE-2021-42232,improper input handling,command injection,arbitrary command execution,,,TP-Link Archer A7,Archer A7(US)_V5_210519,/usr/bin/tddp
CVE-2021-42651,improper input handling,server-side template injection,arbitrary code execution,,authenticated remote attacker,Pentest-Collaboration-Framework,v1.0.8,/project/PROJECTNAME/reports/
CVE-2021-4267,improper input sanitization,cross-site scripting,,,remote attacker,tad_discuss,,
CVE-2021-42872,improper input handling,command injection,remote code execution,,,TOTOLINK EX1200T,V4.1.2cu.5215,
CVE-2021-44080,improper input validation,command injection,arbitrary OS command execution,,logged in administrators,SerComm h500s,"FW: lowi-h500s-v3.4.22",httpd web server (setup.cgi)
CVE-2021-46877,improper input handling,denial of service,,,attackers,jackson-databind,"2.10.x through 2.12.x before 2.12.6 and 2.13.x before 2.13.1",JsonNode JDK serialization
CVE-2022-0073,improper input validation,command injection,,,,"LiteSpeed Technologies OpenLiteSpeed Web Server and LiteSpeed Web Server","1.7.0 versions before 1.7.16.1",dashboards
CVE-2022-0210,insufficient escaping,cross-site scripting,,,attackers with administrative user access,Random Banner WordPress plugin,up to and including 4.1.4,~/include/models/model.php
CVE-2022-0217,improper restriction of XML features,entity expansion,,,attacker,Prosody,,internal XML library
CVE-2022-0220,improper escaping,cross-site scripting,,,,"GDPR WordPress plugin",before 1.9.27,check_privacy_settings AJAX action
CVE-2022-0366,improper input sanitization,SQL injection,administrative access,,authenticated and authorized agent user,Capsule8 Console,between versions 4.6.0 and 4.9.1,
CVE-2022-0421,lack of authorization,cross-site scripting,,,unauthenticated users,Five Star Restaurant Reservations WordPress plugin,before 2.4.12,
CVE-2022-0423,lack of authorization,cross-site scripting,,,any authenticated users,3D FlipBook WordPress plugin,before 1.12.1,
CVE-2022-0439,improper input escaping,SQL injection,,,users with roles as low as Subscriber,Email Subscribers & Newsletters WordPress plugin,before 5.3.2,ajax_fetch_report_list action
CVE-2022-0450,lack of authorization,cross-site scripting,,,any authenticated users,Menu Image Icons made easy WordPress plugin,before 3.0.6,
CVE-2022-0479,improper input sanitization,SQL injection,cross-site scripting,,,"Popup Builder WordPress plugin",before 4.1.1,All Subscribers admin dashboard
CVE-2022-0642,improper CSRF protection,cross-site scripting,,,attacker,JivoChat Live Chat WordPress plugin,before 1.3.5.4,plugins admin page
CVE-2022-0661,improper input sanitization,cross-site scripting,remote code execution,,high privileged user (Admin+),Ad Injection WordPress plugin,through 1.2.0.19,
CVE-2022-0780,improper CSRF protection,cross-site scripting,,,unauthenticated attackers,SearchIQ WordPress plugin,before 3.9,siq_ajax AJAX action
CVE-2022-0818,lack of authorization,cross-site scripting,,,unauthenticated attacker,WooCommerce Affiliate Plugin WordPress plugin,before 4.16.4.5,
CVE-2022-0830,lack of CSRF protection,cross-site scripting,,,attackers,FormBuilder WordPress plugin,through 1.08,
CVE-2022-0875,lack of CSRF protection,cross-site scripting,,,attackers,Google Authenticator WordPress plugin,before 1.0.5,
CVE-2022-0895,improper input sanitization,code injection,,,,"microweber/microweber",prior to 1.3,
CVE-2022-1045,improper file upload validation,cross-site scripting,,".svg file upload",,"polonel/trudesk",prior to v1.2.0,
CVE-2022-1059,,information disclosure,,,,Aethon TUG Home Base Server,versions prior to version 24,
CVE-2022-1243,improper input sanitization,cross-site scripting,,,,"medialize/uri.js",prior to 1.19.11,
CVE-2022-1262,,command injection,arbitrary code execution,,,,,protest binary
CVE-2022-1345,improper file upload validation,cross-site scripting,session hijacking,".svg file upload",,"causefx/organizr",prior to 2.1.1810,
CVE-2022-1390,improper input validation,arbitrary file read,remote code execution,,,Featured Image from URL (FIFU) WordPress plugin,through 2.2,
CVE-2022-1407,lack of CSRF protection,cross-site scripting,,,attackers,VikBooking Hotel Booking Engine & PMS WordPress plugin,before 1.5.8,
CVE-2022-1557,lack of authorization,cross-site scripting,,,any authenticated users,ULeak Security & Monitoring WordPress plugin,through 1.2.3,
CVE-2022-1578,missing CSRF check,arbitrary SQL execution,,,attacker,My wpdb WordPress plugin,before 2.5,
CVE-2022-1592,improper input validation,cross-site scripting,,,attacker,"clinical-genomics/scout",prior to v4.42,
CVE-2022-1593,lack of input sanitization,cross-site scripting,,,attackers,Site Offline or Coming Soon WordPress plugin,through 1.6.6,
CVE-2022-1626,lack of CSRF protection,cross-site scripting,,,attackers,Sharebar WordPress plugin,through 1.4.1,
CVE-2022-1758,lack of CSRF protection,cross-site scripting,remote code execution,,attackers,Genki Pre-Publish Reminder WordPress plugin,through 1.4.1,
CVE-2022-1763,missing checks,cross-site scripting,,,attackers,Static Page eXtended WordPress plugin,through 2.1,
CVE-2022-1764,lack of CSRF protection,cross-site scripting,,,attackers,WP-chgFontSize WordPress plugin,through 1.8,
CVE-2022-1780,lack of CSRF protection,cross-site scripting,,,attackers,LaTeX for WordPress plugin,through 3.4.10,
CVE-2022-1781,lack of CSRF protection,cross-site scripting,,,attackers,postTabs WordPress plugin,through 2.10.6,
CVE-2022-1787,lack of CSRF protection,cross-site scripting,,,attackers,Sideblog WordPress plugin,through 6.0,
CVE-2022-1792,lack of CSRF protection,cross-site scripting,,,attackers,Quick Subscribe WordPress plugin,through 1.7.1,
CVE-2022-1818,lack of CSRF protection,cross-site scripting,,,attackers,Multi-page Toolkit WordPress plugin,through 2.6,
CVE-2022-1829,lack of CSRF protection,cross-site scripting,,,attackers,Inline Google Maps WordPress plugin,through 5.11,
CVE-2022-1830,lack of CSRF protection,cross-site scripting,,,attackers,Amazon Einzeltitellinks WordPress plugin,through 1.3.3,
CVE-2022-1842,lack of CSRF protection,cross-site scripting,,,attackers,OpenBook Book Data WordPress plugin,through 3.5.2,
CVE-2022-1844,lack of CSRF protection,cross-site scripting,,,attackers,WP Sentry WordPress plugin,through 1.0,
CVE-2022-1913,lack of CSRF protection,cross-site scripting,,,attackers,Add Post URL WordPress plugin,through 2.1.0,
CVE-2022-1914,lack of CSRF protection,cross-site scripting,,,attackers,Clean-Contact WordPress plugin,through 1.6,
CVE-2022-20054,missing permission check,command injection,local escalation of privilege,,,,,ims service
CVE-2022-2068,improper input sanitization,command injection,arbitrary command execution,,,OpenSSL,"3.0.0-3.0.3, 1.1.1-1.1.1o, 1.0.2-1.0.2ze",c_rehash script
CVE-2022-2071,lack of CSRF protection,cross-site scripting,,,attackers,Name Directory WordPress plugin,before 1.25.4,
CVE-2022-20713,improper input validation,cross-site scripting,,,unauthenticated remote attacker,"Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software",,VPN web client services component
CVE-2022-20718,incomplete sanitization,command injection,arbitrary code execution,,,Cisco IOx application hosting environment,,
CVE-2022-20719,improper input validation,path traversal,,,,,Cisco IOx application hosting environment,
CVE-2022-20720,improper path validation,arbitrary code execution,,,,,Cisco IOx application hosting environment,
CVE-2022-20721,insufficient path validation,arbitrary code execution,,,,,Cisco IOx application hosting environment,
CVE-2022-20722,,path traversal,,,,,Cisco IOx application hosting environment,
CVE-2022-20724,race condition,arbitrary code execution,,,,,Cisco IOx application hosting environment,
CVE-2022-20725,insufficient input validation,cross-site scripting,,,,,Cisco IOx application hosting environment,
CVE-2022-20726,insufficient error handling,,,,,,Cisco IOx application hosting environment,
CVE-2022-20727,improper input validation,command injection,cross-site scripting,,,,Cisco IOx application hosting environment,
CVE-2022-20772,improper input sanitization,HTTP response splitting,,,unauthenticated remote attacker,"Cisco Email Security Appliance (ESA) and Cisco Secure Email and Web Manager",,
CVE-2022-20852,improper input validation,cross-site scripting,frame hijacking,,,Cisco Webex Meetings,,web interface
CVE-2022-20857,insufficient access controls,arbitrary command execution,,,unauthenticated remote attacker,Cisco Nexus Dashboard,,
CVE-2022-2099,lack of input sanitization,HTML injection,,,,"WooCommerce WordPress plugin",before 6.6.0,payment gateway titles
CVE-2022-21145,,cross-site scripting,,,,"Lansweeper lansweeper",9.1.20.2,WebUserActions.aspx functionality
CVE-2022-21169,prototype pollution,cross-site scripting bypass,,,,"express-xss-sanitizer",before 1.1.3,
CVE-2022-21187,improper input validation,command injection,arbitrary command execution,,,libvcs,before 0.11.1,update_repo function
CVE-2022-21223,improper input validation,command injection,arbitrary command execution,,,cocoapods-downloader,before 1.6.2,download function
CVE-2022-21235,improper input validation,command injection,arbitrary command execution,,,github.com/masterminds/vcs,before 1.13.3,
CVE-2022-2146,lack of input sanitization,cross-site scripting,,,,"Import CSV Files WordPress plugin",through 1.0,
CVE-2022-21647,improper deserialization,SQL injection,,,remote attackers,CodeIgniter4,,old() function
CVE-2022-21663,improper deserialization,arbitrary object injection,,,,"WordPress","5.8.3, 3.7.37",
CVE-2022-2171,lack of CSRF protection,cross-site scripting,,,attackers,Progressive License WordPress plugin,through 1.1.0,
CVE-2022-21826,improper request handling,cross-site scripting,,,,"Pulse Secure",9.115 and below,
CVE-2022-21939,missing HttpOnly flag,,,,,"Johnson Controls System Configuration Tool (SCT)","version 14 prior to 14.2.3 and version 15 prior to 15.0.3",
CVE-2022-22344,improper input validation,HTTP header injection,cross-site scripting,,,IBM Spectrum Copy Data Management,2.2.0.0 through 2.2.14.3,
CVE-2022-22360,,LDAP injection,unauthorized access,,remote authenticated attacker,"IBM Sterling Partner Engagement Manager","6.1.2, 6.2, and Cloud/SasS 22.2",
CVE-2022-2241,lack of CSRF protection,cross-site scripting,,,attackers,Featured Image from URL (FIFU) WordPress plugin,before 4.0.1,
CVE-2022-22734,lack of input sanitization,cross-site scripting,,,attacker,Simple Quotation WordPress plugin,through 1.3.2,
CVE-2022-22735,lack of authorization,SQL injection,,,any authenticated users,Simple Quotation WordPress plugin,through 1.3.2,
CVE-2022-22954,server-side template injection,remote code execution,,,malicious actor with network access,"VMware Workspace ONE Access and Identity Manager",,
CVE-2022-22958,improper deserialization,remote code execution,,,malicious actor with administrative access,"VMware Workspace ONE Access, Identity Manager and vRealize Automation",,
CVE-2022-22997,command injection,remote code execution,,,attacker,My Cloud Home devices,,
CVE-2022-23068,improper input sanitization,HTML injection,,,attacker,ToolJet,v0.6.0 to v1.10.2,
CVE-2022-2312,lack of CSRF protection,cross-site scripting,,,attackers,Student Result or Employee Database WordPress plugin,before 1.7.5,
CVE-2022-23170,XML external entity injection,server-side request forgery,,,unauthenticated attacker,"SysAid - Okta SSO integration",,identity provider endpoint
CVE-2022-23367,,DOM-based cross-site scripting,,,attackers,Fulusso,v1.1,/BindAccount/SuccessTips.js
CVE-2022-23395,prototype pollution,DOM cross-site scripting,,,,"jQuery Cookie",1.4.1,
CVE-2022-23474,improper input sanitization,code injection,,,,"Editor.js",prior to 2.26.0,processHTML method
CVE-2022-2353,improper input neutralization,cross-site request forgery,,,attacker,microweber/microweber,prior to v1.2.20,
CVE-2022-23544,improper input validation,server-side request forgery,cross-site scripting,,,MeterSphere,prior to 2.5.0,IssueProxyResourceService::getMdImageByUrl
CVE-2022-23599,,cross-site scripting,open redirect,,,Products.ATContentTypes,,image_view_fullscreen page
CVE-2022-23603,improper input sanitization,code injection,,,,"iTunesRPC-Remastered",before commit 24f43aa,
CVE-2022-23611,improper input sanitization,command injection,,,,"iTunesRPC-Remastered",before commit cdcd48b,
CVE-2022-23614,improper constraint enforcement,code injection,,,,"Twig",,sort filter
CVE-2022-23620,improper input escaping,path traversal,,,,"XWiki Platform",before 13.6-rc-1,AbstractSxExportURLFactoryActionHandler#processSx
CVE-2022-23661,,command injection,,,authenticated remote attacker,"Aruba ClearPass Policy Manager","6.10.4 and below, 6.9.9 and below, 6.8.9-HF2 and below, 6.7.x and below",
CVE-2022-23662,,command injection,,,authenticated remote attacker,"Aruba ClearPass Policy Manager","6.10.4 and below, 6.9.9 and below, 6.8.9-HF2 and below, 6.7.x and below",
CVE-2022-23663,,command injection,,,authenticated remote attacker,"Aruba ClearPass Policy Manager","6.10.4 and below, 6.9.9 and below, 6.8.9-HF2 and below, 6.7.x and below",
