CVE,New CWE,Reasoning
CVE-2022-23942,CWE-1204,"""used a hardcoded key and IV to initialize the cipher used for ldap password"" in desc"
CVE-2022-24116,CWE-326,"""inadequate encryption strength"" in desc, encryption algorithm not specified in desc or ref so unclear if broken versus weak"
CVE-2022-24318,CWE-326,"""CWE-326: Inadequate Encryption Strength vulnerability"" in desc, no additional details in reference"
CVE-2022-24406,CWE-330,"(Chains: CWE-330->CWE-918) ""allows SSRF because multipart/form-data boundaries are predictable"" in desc"
CVE-2022-24406,CWE-918,"(Chains: CWE-330->CWE-918) ""allows SSRF because multipart/form-data boundaries are predictable"" in desc"
CVE-2022-2466,CWE-444,"""does not terminate HTTP requests header context"" in desc, contributor maps to CWE-444. Issue doesn't seem to fit CWE-444 or CWE-459, so this could be a gap with respect to state. Ref says ""the first request headers became like cached value and any subsequent request headers will contain those instead of the actual headers"""
CVE-2022-2466,UNSURE,"""does not terminate HTTP requests header context"" in desc, contributor maps to CWE-444. Issue doesn't seem to fit CWE-444 or CWE-459, so this could be a gap with respect to state. Ref says ""the first request headers became like cached value and any subsequent request headers will contain those instead of the actual headers"""
CVE-2022-2466,CWE-GAP,"""does not terminate HTTP requests header context"" in desc, contributor maps to CWE-444. Issue doesn't seem to fit CWE-444 or CWE-459, so this could be a gap with respect to state. Ref says ""the first request headers became like cached value and any subsequent request headers will contain those instead of the actual headers"""
CVE-2022-24754,CWE-1284,"(Chains: CWE-1284->CWE-120) ""need to check that the hashed digest data length must be equal to PJSIP_MD5STRLEN before passing to PJSIP"" in github security advisory ref, ""stack-buffer overflow vulnerability"" in desc"
CVE-2022-24754,CWE-120,"(Chains: CWE-1284->CWE-120) ""need to check that the hashed digest data length must be equal to PJSIP_MD5STRLEN before passing to PJSIP"" in github security advisory ref, ""stack-buffer overflow vulnerability"" in desc"
CVE-2022-24759,CWE-347,"""does not correctly validate signatures during the handshake process"" in desc"
CVE-2022-24778,CWE-863,"""To be able to properly perform an authorization check on an image we need to know the platform"" in github commit ref"
CVE-2022-24784,CWE-204,"""Prevent filtering users by password hashes in the APIs"" in github pull 5568 ref, provider maps to CWE-200"
CVE-2022-24798,CWE-212,"""RRd did not always filter password hashes in query responses...This issue only affected instances that process password hashes"" in github security advisory ref, provider maps to CWE-212"
CVE-2022-24832,CWE-90,"""fails to correctly escape special characters when using the username to construct LDAP queries"" in desc"
CVE-2022-24904,CWE-61,"""vulnerable to a symlink following bug"" in desc"
CVE-2022-25155,CWE-836,"""Use of Password Hash Instead of Password for Authentication vulnerability"" in desc, CISA and vendor map to CWE-836"
CVE-2022-25156,CWE-328,"""Use of Weak Hash vulnerability"" in desc, CISA and vendor map to CWE-328"
CVE-2022-25157,CWE-836,"""Use of Password Hash Instead of Password for Authentication vulnerability"" in desc, CISA and vendor mapt o CWE-836"
CVE-2022-25218,CWE-780,"""use of the RSA algorithm without OAEP"" in desc"
CVE-2022-25219,CWE-626,"(Chains: CWE-626->CWE-330->CWE-1391) ""an unauthenticated attacker on the local network can leverage this null byte interaction error in such a way as to make those ephemeral passwords predictable"" in desc"
CVE-2022-25219,CWE-330,"(Chains: CWE-626->CWE-330->CWE-1391) ""an unauthenticated attacker on the local network can leverage this null byte interaction error in such a way as to make those ephemeral passwords predictable"" in desc"
CVE-2022-25219,CWE-1391,"(Chains: CWE-626->CWE-330->CWE-1391) ""an unauthenticated attacker on the local network can leverage this null byte interaction error in such a way as to make those ephemeral passwords predictable"" in desc"
CVE-2022-25652,CWE-287,"Vendor ref maps to CWE-287, but desc says ""Cryptographic issues ... due to improper hash verification"" which suggests a cryptography-related weakness."
CVE-2022-25652,UNSURE,"Vendor ref maps to CWE-287, but desc says ""Cryptographic issues ... due to improper hash verification"" which suggests a cryptography-related weakness."
CVE-2022-25674,NVD-CWE-Insufficient-Info,"desc is generic behavior: ""Cryptographic issues in WLAN during the group key handshake"", no additional detail in ref, which maps to the CWE-310 category."
CVE-2022-25718,CWE-252,"""Cryptographic issue in WLAN due to improper check on return value while authentication handshake"" in desc, no added details in ref, which maps to the CWE-310 category."
CVE-2022-25718,UNSURE,"""Cryptographic issue in WLAN due to improper check on return value while authentication handshake"" in desc, no added details in ref, which maps to the CWE-310 category."
CVE-2022-2576,CWE-408,"""message amplification"" in desc. ""should not allow skipping the stateless cookie exchange"" in reference, provider maps to CWE-408"
CVE-2022-25806,CWE-321,"""hardcoded DES key"" in desc"
CVE-2022-25807,CWE-321,"""hardcoded DES key"" in desc"
CVE-2022-25898,CWE-347,"""Improper Verification of Cryptographic Signature... encoding special characters or number escaped characters may be validated as valid by mistake"" in desc"
CVE-2022-26115,CWE-916,"""use of password hash with insufficient computational effort vulnerability [CWE-916]"" in desc, no added details in ref"
CVE-2022-26157,CWE-614,"""ASP.NET_Sessionid cookie is not protected by the Secure flag"" in desc"
CVE-2022-26306,CWE-1204,"""the required initialization vector for encryption was always the same"" in desc"
CVE-2022-26307,CWE-172,"(Chains: CWE-172->CWE-331->CWE-1391) ""master key was poorly encoded resulting in weakening its entropy from 128 to 43 bits"" in desc"
CVE-2022-26307,CWE-331,"(Chains: CWE-172->CWE-331->CWE-1391) ""master key was poorly encoded resulting in weakening its entropy from 128 to 43 bits"" in desc"
CVE-2022-26307,CWE-1391,"(Chains: CWE-172->CWE-331->CWE-1391) ""master key was poorly encoded resulting in weakening its entropy from 128 to 43 bits"" in desc"
CVE-2022-26317,CWE-340,"(Chains: CWE-340->CWE-284) ""the affected framework does not correctly verify, if the request was initially made by the user requesting the result... predictable identifiers for Microflow execution calls"" in desc. Vendor ref / NVD Contributor map to CWE-284 and vendor ref says ""Improper Access Control""."
CVE-2022-26317,CWE-284,"(Chains: CWE-340->CWE-284) ""the affected framework does not correctly verify, if the request was initially made by the user requesting the result... predictable identifiers for Microflow execution calls"" in desc. Vendor ref / NVD Contributor map to CWE-284 and vendor ref says ""Improper Access Control""."
CVE-2022-26317,UNSURE,"(Chains: CWE-340->CWE-284) ""the affected framework does not correctly verify, if the request was initially made by the user requesting the result... predictable identifiers for Microflow execution calls"" in desc. Vendor ref / NVD Contributor map to CWE-284 and vendor ref says ""Improper Access Control""."
CVE-2022-26390,CWE-312,"""stores network credentials and PHI...in unencrypted form"" in desc, CISA maps to CWE-311"
CVE-2022-2640,CWE-326,"""are encrypted with weak XOR encryption"" in desc"
CVE-2022-26423,CWE-862,"cisa ref say ""MISSING AUTHORIZATION CWE-862"""
CVE-2022-2663,CWE-1025,"(Chains: CWE-1025->CWE-923, CWE-187->CWE-923) dgl.cx ref says ""does not completely match on the IRC protocol... string should be at the start ... allows [a DCC message] string anywhere within the outbound TCP stream [and] The external IP address is not checked correctly."""
CVE-2022-2663,CWE-923,"(Chains: CWE-1025->CWE-923, CWE-187->CWE-923) dgl.cx ref says ""does not completely match on the IRC protocol... string should be at the start ... allows [a DCC message] string anywhere within the outbound TCP stream [and] The external IP address is not checked correctly."""
CVE-2022-2663,CWE-187,"(Chains: CWE-1025->CWE-923, CWE-187->CWE-923) dgl.cx ref says ""does not completely match on the IRC protocol... string should be at the start ... allows [a DCC message] string anywhere within the outbound TCP stream [and] The external IP address is not checked correctly."""
CVE-2022-2663,UNSURE,"(Chains: CWE-1025->CWE-923, CWE-187->CWE-923) dgl.cx ref says ""does not completely match on the IRC protocol... string should be at the start ... allows [a DCC message] string anywhere within the outbound TCP stream [and] The external IP address is not checked correctly."""
CVE-2022-26660,CWE-321,"""universal and recoverable encryption key"""
CVE-2022-27221,CWE-203,"""observing length differences during a series of guesses"". NVD vendor Contributor maps to CWE-310, but that's a category."
CVE-2022-27225,CWE-614,"""duplicate of the cookie without the Secure attribute"""
CVE-2022-27544,CWE-522,"""SMTP credentials in clear text"""
CVE-2022-2758,CWE-326,"""Passwords are not adequately encrypted"" and NVD Provider maps to CWE-326"
CVE-2022-2781,CWE-327,"""the same encryption process was used for both encrypting session cookies and variables"""
CVE-2022-2781,UNSURE,"""the same encryption process was used for both encrypting session cookies and variables"""
CVE-2022-2790,CWE-347,"""vulenrable to CWE-347 Improper Verification of Cryptographic Signature"""
CVE-2022-27930,NVD-CWE-Insufficient-Info,"impact-focused ""trigger a software abort"""
CVE-2022-28164,CWE-327,"""uses the Blowfish symmetric encryption algorithm"""
CVE-2022-28167,CWE-256,"""logs the... password in plain text"""
CVE-2022-28345,CWE-74,"(Chains: CWE-74->CWE-451) ref https://github.com/zadewg/RIUS says ""RTLO Injection URI Spoofing... CWE-451... CWE-74... [a URL is printed] before sanitizing Unicode Control Characters, which results in URI spoofing"". Research: RTLO."
CVE-2022-28345,CWE-451,"(Chains: CWE-74->CWE-451) ref https://github.com/zadewg/RIUS says ""RTLO Injection URI Spoofing... CWE-451... CWE-74... [a URL is printed] before sanitizing Unicode Control Characters, which results in URI spoofing"". Research: RTLO."
CVE-2022-28345,CWE-RESEARCH,"(Chains: CWE-74->CWE-451) ref https://github.com/zadewg/RIUS says ""RTLO Injection URI Spoofing... CWE-451... CWE-74... [a URL is printed] before sanitizing Unicode Control Characters, which results in URI spoofing"". Research: RTLO."
CVE-2022-28382,CWE-327,"""use of an insecure encryption AES mode"""
CVE-2022-28385,CWE-345,"""missing integrity checks"""
CVE-2022-29053,CWE-325,"""A missing cryptographic steps vulnerability [CWE-325]"""
CVE-2022-29054,CWE-325,"""A missing cryptographic steps vulnerability [CWE-325]"""
CVE-2022-29180,CWE-918,"the ref https://github.com/charmbracelet/charm/security/advisories/GHSA-4wpp-w5r4-7v5v states ""We've discovered a vulnerability in which attackers could forge HTTP requests... to access or delete anything on the server"". NVD Contributor maps to CWE-918 but commit ref calls filepath.Clean()"
CVE-2022-29180,UNSURE,"the ref https://github.com/charmbracelet/charm/security/advisories/GHSA-4wpp-w5r4-7v5v states ""We've discovered a vulnerability in which attackers could forge HTTP requests... to access or delete anything on the server"". NVD Contributor maps to CWE-918 but commit ref calls filepath.Clean()"
CVE-2022-29229,CWE-325,"""missing cryptographic step when storing cryptographic keys"""
CVE-2022-29245,CWE-338,"(Chains: CWE-338->CWE-1391) ""private key is generated with `System.Random` [which] is not a cryptographically secure random number generator"""
CVE-2022-29245,CWE-1391,"(Chains: CWE-338->CWE-1391) ""private key is generated with `System.Random` [which] is not a cryptographically secure random number generator"""
CVE-2022-29287,CWE-639,"""Insecure Direct Object Reference vulnerability"""
CVE-2022-29330,CWE-340,"(Chains: CWE-340->CWE-425) www.arsouyes.org ref says ""No access control"" with a ""Require all granted"" configuration. ""If we know the address of a file, we can access it without constraint [and there is a] Deterministic address... a profile identifier and a valid timestamp, two pieces of information whose values follow very simple sequences."""
CVE-2022-29330,CWE-425,"(Chains: CWE-340->CWE-425) www.arsouyes.org ref says ""No access control"" with a ""Require all granted"" configuration. ""If we know the address of a file, we can access it without constraint [and there is a] Deterministic address... a profile identifier and a valid timestamp, two pieces of information whose values follow very simple sequences."""
CVE-2022-29457,CWE-602,"(Chains: CWE-602->CWE-25, CWE-602->CWE-39) the unsafe-inline ref says ""If you set STORAGE_PATH parameter as /../../bypass or C:\bypass ... extracted to C:\bypass directory... it is checked by the front-end only... character restriction ( / : * ? < > | "")...the \ character is not restricted""."
CVE-2022-29457,CWE-25,"(Chains: CWE-602->CWE-25, CWE-602->CWE-39) the unsafe-inline ref says ""If you set STORAGE_PATH parameter as /../../bypass or C:\bypass ... extracted to C:\bypass directory... it is checked by the front-end only... character restriction ( / : * ? < > | "")...the \ character is not restricted""."
CVE-2022-29457,CWE-39,"(Chains: CWE-602->CWE-25, CWE-602->CWE-39) the unsafe-inline ref says ""If you set STORAGE_PATH parameter as /../../bypass or C:\bypass ... extracted to C:\bypass directory... it is checked by the front-end only... character restriction ( / : * ? < > | "")...the \ character is not restricted""."
CVE-2022-29482,CWE-295,"""improperly verifies server certificates"""
CVE-2022-29838,CWE-287,"""Improper Authentication"""
CVE-2022-29847,CWE-918,"ref https://community.progress.com/s/article/WhatsUp-Gold-Critical-Product-Alert-May-2022 ""Unauthenticated Server-Side Request Forgery (SSRF)"""
CVE-2022-29878,CWE-294,"""Challenges that are sent during the unencrypted challenge-response communication. An unauthenticated attacker could capture a valid challenge-response pair generated by a legitimate user"". NVD Contributor maps to CWE-294."
CVE-2022-29960,CWE-327,"""uses weak cryptography"""
CVE-2022-29965,CWE-337,"(Chains: CWE-337->CWE-1391, CWE-331->CWE-1391) ""passwords are generated using a deterministic, insecure algorithm using a single seed value composed of a day/hour/minute timestamp with less than 16 bits of entropy."""
CVE-2022-29965,CWE-1391,"(Chains: CWE-337->CWE-1391, CWE-331->CWE-1391) ""passwords are generated using a deterministic, insecure algorithm using a single seed value composed of a day/hour/minute timestamp with less than 16 bits of entropy."""
CVE-2022-29965,CWE-331,"(Chains: CWE-337->CWE-1391, CWE-331->CWE-1391) ""passwords are generated using a deterministic, insecure algorithm using a single seed value composed of a day/hour/minute timestamp with less than 16 bits of entropy."""
CVE-2022-30231,CWE-402,"ref cert-portal states ""CWE-402: Transmission of Private Resources into a New Sphere (â€˜Resource Leakâ€™)"""
CVE-2022-30285,CWE-328,"""a hash collision is possible"" implies using a weak hash algorithm that produces collisions"
CVE-2022-30295,CWE-330,"""use predictable DNS transaction IDs"""
CVE-2022-30320,CWE-327,"the cisa ref states ""USE OF A BROKEN OR RISKY CRYPTOGRAPHIC ALGORITHM CWE-327"""
CVE-2022-30683,CWE-657,"""affected by a Violation of Secure Design Principles vulnerability"" and NVD Provider mapped to CWE-657"
CVE-2022-31008,CWE-337,"""was seeded with a predictable secret"""
CVE-2022-31034,CWE-337,"""using a relatively-predictable (time-based) seed in non-cryptographically-secure pseudo-random number generator... using too short a value made the entropy even less sufficient"""
CVE-2022-31034,CWE-331,"""using a relatively-predictable (time-based) seed in non-cryptographically-secure pseudo-random number generator... using too short a value made the entropy even less sufficient"""
CVE-2022-31036,CWE-20,"""symlink following bug"". GHSA-q4w5-4gq2-98vm maps to CWE-20 and CWE-61"
CVE-2022-31036,CWE-61,"""symlink following bug"". GHSA-q4w5-4gq2-98vm maps to CWE-20 and CWE-61"
CVE-2022-31047,CWE-209,"(Chains: CWE-209->CWE-532) ""logged as plaintext in exception handlers, when logging the complete exception stack trace"" in description and ""log writers may log sensitive information to logs"" in ref ""https://github.com/TYPO3/typo3/commit/c93ea692e7dfef03b7c50fe5437487545bee4d6a"""
CVE-2022-31047,CWE-532,"(Chains: CWE-209->CWE-532) ""logged as plaintext in exception handlers, when logging the complete exception stack trace"" in description and ""log writers may log sensitive information to logs"" in ref ""https://github.com/TYPO3/typo3/commit/c93ea692e7dfef03b7c50fe5437487545bee4d6a"""
CVE-2022-31122,CWE-1270,"desc/ref are attack-focused with various tech impacts, and ""Token Recipient Confusion"" is vague. NVD Contributor maps to CWE-1270 and CWE-287."
CVE-2022-31122,CWE-287,"desc/ref are attack-focused with various tech impacts, and ""Token Recipient Confusion"" is vague. NVD Contributor maps to CWE-1270 and CWE-287."
CVE-2022-31122,UNSURE,"desc/ref are attack-focused with various tech impacts, and ""Token Recipient Confusion"" is vague. NVD Contributor maps to CWE-1270 and CWE-287."
CVE-2022-31156,CWE-347,"(Chains: CWE-347->CWE-829) ""allow validation of external dependencies ... skip that [signature] verification and accept a dependency ... fail the build as an untrusted external artifact"" in description"
CVE-2022-31156,CWE-829,"(Chains: CWE-347->CWE-829) ""allow validation of external dependencies ... skip that [signature] verification and accept a dependency ... fail the build as an untrusted external artifact"" in description"
CVE-2022-31157,CWE-330,"(Chains: CWE-330->CWE-294) ""function used to generate random nonces ... not sufficiently cryptographically complex"" in description and ""Authentication Bypass by Capture-replay"" in ref ""https://github.com/packbackbooks/lti-1-3-php-library/security/advisories/GHSA-768m-5w34-2xf5"""
CVE-2022-31157,CWE-294,"(Chains: CWE-330->CWE-294) ""function used to generate random nonces ... not sufficiently cryptographically complex"" in description and ""Authentication Bypass by Capture-replay"" in ref ""https://github.com/packbackbooks/lti-1-3-php-library/security/advisories/GHSA-768m-5w34-2xf5"""
CVE-2022-31177,CWE-202,"""filters could be made by using partial hashed password strings"" in description and ""Possible to infer sensitive information through query strings"" in ref ""https://github.com/dpgaspar/Flask-AppBuilder/security/advisories/GHSA-32ff-4g79-vgfc"""
CVE-2022-31206,CWE-347,"""lack cryptographic authentication"" in description and ref ""https://www.cisa.gov/uscert/ics/advisories/icsa-22-179-02"" says ""insufficient verification of data authenticity"" and ""not cryptographically authenticated"" and maps to CWE-347."
CVE-2022-31207,CWE-347,"""lack cryptographic authentication"" in description and ref ""https://www.cisa.gov/uscert/ics/advisories/icsa-22-179-02"" says ""insufficient verification of data authenticity"" and ""not cryptographically authenticated"" and maps to CWE-347."
CVE-2022-31459,CWE-328,"ref https://modzero.com/static/meetingowl/Meeting_Owl_Pro_Security_Disclosure_Report_RELEASE.pdf says ""The SHA-1 hash... can be brute-forced in seconds since it consists only of digits."""
CVE-2022-31480,CWE-425,"""upload firmware files to the target device"" in description is tech impact but NVD vendor Reference maps to CWE-425."
CVE-2022-32222,CWE-427,"ref says ""in Node 18 and later, when it starts it attempts to read /home/iojs/build/ws/out/Release/obj.target/deps/openssl/openssl.cnf on MacOS which ordinarily doesn't exist."" An attacker with privileges to create /home/iojs could affect config of other users."
CVE-2022-32227,CWE-319,"""cleartext transmission of sensitive information"" in description"
CVE-2022-32282,CWE-836,"""improper password check ... attacker that owns a users' password hash will be able to use it to directly login into the account"" in description"
CVE-2022-32296,CWE-330,"(Chains: CWE-330->CWE-203) ""weakness in randomisation of TCP source port selection"" in ref ""https://www.debian.org/security/2022/dsa-5173"" and ""servers to identify clients by observing what source ports are used"" in description"
CVE-2022-32296,CWE-203,"(Chains: CWE-330->CWE-203) ""weakness in randomisation of TCP source port selection"" in ref ""https://www.debian.org/security/2022/dsa-5173"" and ""servers to identify clients by observing what source ports are used"" in description"
CVE-2022-32540,CWE-200,"""Information Disclosure"" in description, reference leads to 404 error. NVD vendor Contributor maps to CWE-200."
CVE-2022-32559,CWE-770,"""http request that has not been seen before ... leads to a creation of a new metric ... Each new metric takes some memory and some disk space, which can create a memory leak and disk space leak"" in ref https://www.couchbase.com/alerts/. The ref uses ""memory leak"", but it seems what they are actually referring to is uncontrolled memory consumption. The memory is not being ""leaked"", but ""consumed"""
CVE-2022-32559,UNSURE,"""http request that has not been seen before ... leads to a creation of a new metric ... Each new metric takes some memory and some disk space, which can create a memory leak and disk space leak"" in ref https://www.couchbase.com/alerts/. The ref uses ""memory leak"", but it seems what they are actually referring to is uncontrolled memory consumption. The memory is not being ""leaked"", but ""consumed"""
CVE-2022-32744,CWE-290,"(Chains: CWE-290->CWE-620) ""accepts kpasswd requests encrypted with any key known to it"" in description and ""decrypted without specifying that only that service's own keys should be tried ... user could thus change the password"" in ref https://www.samba.org/samba/security/CVE-2022-32744.html"
CVE-2022-32744,CWE-620,"(Chains: CWE-290->CWE-620) ""accepts kpasswd requests encrypted with any key known to it"" in description and ""decrypted without specifying that only that service's own keys should be tried ... user could thus change the password"" in ref https://www.samba.org/samba/security/CVE-2022-32744.html"
CVE-2022-33174,CWE-863,"""the tmpToken cookie set to an empty string followed by a semicolon. This bypasses an active session authorization check."""
CVE-2022-33175,CWE-732,"""insecure permissions setting ... accessible to everyone"" in description"
CVE-2022-33737,CWE-532,"""log file ... contain a random generated admin password"" in description"
CVE-2022-33878,CWE-200,"""obtain the SSL-VPN password in cleartext via running a logstream"" might indicate CWE-532 but vendor ref maps to CWE-200 and CWE-200 is cited in the desc."
CVE-2022-33878,UNSURE,"""obtain the SSL-VPN password in cleartext via running a logstream"" might indicate CWE-532 but vendor ref maps to CWE-200 and CWE-200 is cited in the desc."
CVE-2022-34045,CWE-321,"""hardcoded encryption/decryption key"" in description"
CVE-2022-34156,CWE-295,"""improperly verifies server certificates"" in description"
CVE-2022-34294,CWE-331,"""uses a fixed UDP source port [that] allows DNS cache poisoning because there is not enough entropy"""
CVE-2022-34354,CWE-922,"""encrypted storage of client data ... can be read by another user"" in description. NVD vendor Reference maps to CWE-922."
CVE-2022-34385,CWE-326,"""cryptographic weakness vulnerability"" in description and NVD vendor Contributor maps to CWE-326."
CVE-2022-34386,CWE-321,"""cryptographic weakness vulnerability"" in description and NVD vendor Contributor maps to CWE-321."
CVE-2022-34425,CWE-321,"""cryptographic key vulnerability"" in description and NVD vendor Contributor maps to CWE-321."
CVE-2022-34459,CWE-347,"""improper verification of cryptographic signature"" in description and NVD vendor Contributor maps to CWE-347."
CVE-2022-34826,CWE-532,"""encrypted Private Key passphrase ... leaked in the logs"" in description"
CVE-2022-35169,CWE-200,desc is impact-focused. NVD vendor Provider maps to CWE-200.
CVE-2022-35513,CWE-327,"""weak password encryption ... insecure method of storage"" in description"
CVE-2022-35513,CWE-922,"""weak password encryption ... insecure method of storage"" in description"
CVE-2022-35631,CWE-61,"""replacing this predictable file name with a symlink to another file ... overwrite the other file"" in description and ref https://www.rapid7.com/blog/post/2022/07/26/cve-2022-35629-35632-velociraptor-multiple-vulnerabilities-fixed/"
CVE-2022-35860,CWE-311,"""Missing AES encryption"" in description"
CVE-2022-35980,CWE-612,"""Improper Authorization of Index Containing Sensitive Information"" in ref https://github.com/opensearch-project/security/security/advisories/GHSA-f4qr-f4xx-hjxw . Desc says ""advanced access control features... will not be filtered when the query's search pattern matches an aliased index."" Research: access-control decisions involving aliases/equivalence."
CVE-2022-35980,CWE-RESEARCH,"""Improper Authorization of Index Containing Sensitive Information"" in ref https://github.com/opensearch-project/security/security/advisories/GHSA-f4qr-f4xx-hjxw . Desc says ""advanced access control features... will not be filtered when the query's search pattern matches an aliased index."" Research: access-control decisions involving aliases/equivalence."
CVE-2022-36065,CWE-24,"""attackers can register new accounts and upload files to arbitrary directories"". NVD Provider maps to CWE-24."
CVE-2022-36072,CWE-597,'Should use === for hashing instead of ==' in ref https://github.com/mesosoi/silverwaregames-io-issue-tracker/security/advisories/GHSA-w4wq-7j4q-j2fh
CVE-2022-36091,CWE-862,"(Chains: CWE-862->CWE-359) ""Missing Authorization and Exposure of Private Personal Information to an Unauthorized Actor"" in NVD Provider map and ref https://github.com/xwiki/xwiki-platform/security/advisories/GHSA-599v-w48h-rjrm"
CVE-2022-36091,CWE-359,"(Chains: CWE-862->CWE-359) ""Missing Authorization and Exposure of Private Personal Information to an Unauthorized Actor"" in NVD Provider map and ref https://github.com/xwiki/xwiki-platform/security/advisories/GHSA-599v-w48h-rjrm"
CVE-2022-36101,CWE-201,"""the request for the customer detail view ... contained sensitive data like the hashed password and the session ID"" in description."
CVE-2022-36117,NVD-CWE-Insufficient-Info,"CVE desc states ""it is possible for an authenticated user to... circumvent access controls for an administrative function"" but this is a tech impact."
CVE-2022-36159,CWE-259,"CVE desc states ""contain a hard coded hash password for root stored in the component /etc/shadow."""
CVE-2022-36360,CWE-345,"CVE desc states ""Affected devices load firmware updates without checking the authenticity. Furthermore the integrity of the unencrypted firmware is only verified by a non-cryptographic method."" The authenticity and integrity of the firmware are not properly checked."
CVE-2022-36360,CWE-354,"CVE desc states ""Affected devices load firmware updates without checking the authenticity. Furthermore the integrity of the unencrypted firmware is only verified by a non-cryptographic method."" The authenticity and integrity of the firmware are not properly checked."
CVE-2022-36555,CWE-328,"CVE desc states ""implements a SHA512crypt hash"""
CVE-2022-37163,CWE-1390,"The CVE desc states ""employs a weak password policy"" and ""user passwords are hashed without a salt or pepper."""
CVE-2022-37163,CWE-759,"The CVE desc states ""employs a weak password policy"" and ""user passwords are hashed without a salt or pepper."""
CVE-2022-37164,CWE-1390,"The CVE desc states ""employs a weak password policy"" and ""user passwords are hashed without a salt or pepper."""
CVE-2022-37164,CWE-759,"The CVE desc states ""employs a weak password policy"" and ""user passwords are hashed without a salt or pepper."""
CVE-2022-3738,CWE-306,"CVE desc and cert.vde.com ref state ""allows a remote unauthenticated attacker to download a backup file, if one exists."" NVD Provider maps to CWE-306."
CVE-2022-37400,CWE-1204,"CVE desc and vendor ref state ""the required initialization vector for encryption was always the same."""
CVE-2022-37401,CWE-331,"(Chains: CWE-331->CWE-522) CVE desc and vendor ref state ""flaw in OpenOffice existed where master key was poorly encoded resulting in weakening its entropy from 128 to 43 bits."""
CVE-2022-37401,CWE-522,"(Chains: CWE-331->CWE-522) CVE desc and vendor ref state ""flaw in OpenOffice existed where master key was poorly encoded resulting in weakening its entropy from 128 to 43 bits."""
CVE-2022-37710,CWE-321,"CVE desc and ref state ""Applicable files are encrypted with keys and salt that are hardcoded into a DLL or EXE file."""
CVE-2022-38117,CWE-321,"CVE desc states ""Juiker app hard-coded its AES key in the source code."""
CVE-2022-38469,CWE-261,Vendor advisory is behind a paywall. NVD Provider maps to CWE-261.
CVE-2022-38493,CWE-327,"""doesn't check the RSA private key length before RSA-OAEP decryption."" Commit ref checks if the key length is too small."
CVE-2022-38493,UNSURE,"""doesn't check the RSA private key length before RSA-OAEP decryption."" Commit ref checks if the key length is too small."
CVE-2022-38658,CWE-311,"CVE desc and vendor advisory state ""susceptible to disclosing SMTP BigFix operator's sensitive data in clear text."""
CVE-2022-38769,CWE-284,"CVE description states ""allows remote attackers to fetch cleartext passwords"" but this is a tech impact. mojodat-vulnerabilities.netlify.app ref says ""Incorrect Access Control""."
CVE-2022-38970,CWE-340,"(Chains: CWE-340->CWE-284) Desc says ""Incorrect Access Control. The algorithm used to generate device IDs [has] a predictability flaw."" Ref maps to CWE-340 and says ""The UID appears to be predictable."""
CVE-2022-38970,CWE-284,"(Chains: CWE-340->CWE-284) Desc says ""Incorrect Access Control. The algorithm used to generate device IDs [has] a predictability flaw."" Ref maps to CWE-340 and says ""The UID appears to be predictable."""
CVE-2022-39055,CWE-918,"CVE desc states ""inadequate filtering... SSRF attack"""
CVE-2022-39173,CWE-121,"Packetstorm ref says ""buffer-overflow... large portions of the stack can get overwritten."" It also says ""might be exploited to make the server use a cipher it should not accept such as `nullcipher` that would open up new attack vectors such as downgrade attacks"" suggesting CWE-757, but this is one of many technical impacts."
CVE-2022-39199,CWE-345,"CVE desc states ""does not validate this uuid and can accept any value reported by the server."" NVD Provider maps to CWE-345."
CVE-2022-39218,CWE-336,"The CVE desc states ""The initial value to seed the PRNG (pseudorandom number generator) is baked-in... making the sequence of random values... predictable."""
CVE-2022-39237,CWE-327,"(Chains: CWE-327->CWE-347) CVE desc states ""did not verify that the hash algorithm(s) used are cryptographically secure when verifying digital signatures."""
CVE-2022-39237,CWE-347,"(Chains: CWE-327->CWE-347) CVE desc states ""did not verify that the hash algorithm(s) used are cryptographically secure when verifying digital signatures."""
CVE-2022-39308,CWE-1254,"CVE desc and advisory ref state ""subject to a timing attack... due to use of regular string comparison for validation of the token rather than a constant time algorithm... observe timing differences in validations in order to guess an access token"""
CVE-2022-39366,CWE-347,"CVE desc and advisory ref state ""which does not perform a verification of the cryptographic token signature."""
CVE-2022-3959,CWE-334,"The CVE desc and advisory ref state ""The manipulation leads to small space of random values."""
CVE-2022-3979,CWE-704,"CVE desc and vuldb ref state ""The manipulation of the argument hash leads to incorrect type conversion."""
CVE-2022-39816,CWE-256,"CVE desc states ""(cleartext administrator password) occur in the edit configuration page."""
CVE-2022-39901,CWE-287,"CVE desc states only ""Improper authentication."""
CVE-2022-40258,CWE-916,"CVE desc and ref state only ""Weak password hashes."""
CVE-2022-40299,CWE-330,"(Chains: CWE-330->CWE-377) CVE desc states ""a predictable /tmp pathname is used (e.g., by sdb.cc), which allows local users to gain the privileges of other users via a procedure in a file under /tmp."""
CVE-2022-40299,CWE-377,"(Chains: CWE-330->CWE-377) CVE desc states ""a predictable /tmp pathname is used (e.g., by sdb.cc), which allows local users to gain the privileges of other users via a procedure in a file under /tmp."""
CVE-2022-4036,CWE-328,"(Chains: CWE-328->CWE-804) The CVE desc states ""vulnerable to CAPTCHA bypass"" and ""due to the use of insufficiently strong hashing algorithm"""
